Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
MOT;International;Minot;United States;US;48.266667;-101.283333;67;5690532;6252001;48.266667, -101.283333
MNM;Menominee;Menominee;United States;US;45.283333;-87.633333;67;5001669;6252001;45.283333, -87.633333
BYW;Blakely Island;Blakely Island;United States;US;48.583333;-122.833333;67;\N;6252001;48.583333, -122.833333
KBE;Hot Springs SPB;Bell Island;United States;US;55.916667;-131.566667;67;\N;6252001;55.916667, -131.566667
GNU;Goodnews Bay;Goodnews Bay;United States;US;59.116667;-161.516667;67;\N;6252001;59.116667, -161.516667
MLD;Malad City;Malad City;United States;US;42.336111;-112.3;67;5600035;6252001;42.336111, -112.3
MUU;Mount Union;Mount Union;United States;US;40.383333;-77.883333;67;5202382;6252001;40.383333, -77.883333
BFL;Meadows Field;Bakersfield;United States;US;35.433611;-119.056667;67;5325738;6252001;35.433611, -119.056667
PNC;Ponca City;Ponca City;United States;US;36.733333;-97.1;67;4548267;6252001;36.733333, -97.1
YKN;Chan Gurney;Yankton;United States;US;42.916667;-97.383333;67;5233053;6252001;42.916667, -97.383333
PDK;Dekalb-Peachtree;Atlanta, GA;United States;US;33.875556;-84.301944;67;4883772;6252001;33.875556, -84.301944
NVD;Nevada;Nevada;United States;US;37.85;-94.3;67;4868620;6252001;37.85, -94.3
FFO;Patterson Afb;Dayton;United States;US;39.826111;-84.048333;67;6545140;6252001;39.826111, -84.048333
APN;Alpena County Regional;Alpena;United States;US;45.083333;-83.55;67;4984075;6252001;45.083333, -83.55
RDV;Red Devil;Red Devil;United States;US;61.833333;-157.333333;67;\N;6252001;61.833333, -157.333333
BFB;Blue Fox Bay;Blue Fox Bay;United States;US;58.183333;-152.133333;67;\N;6252001;58.183333, -152.133333
OZA;Ozona Municipal;Ozona;United States;US;30.735278;-101.202778;67;5527870;6252001;30.735278, -101.202778
SCB;State;Scribner;United States;US;41.666667;-96.65;67;\N;6252001;41.666667, -96.65
SSI;Mckinnon;Brunswick;United States;US;50.933333;5.95;67;5148480;6252001;50.933333, 5.95
IOW;Iowa City;Iowa City, IA;United States;US;41.639167;-91.546389;67;4862034;6252001;41.639167, -91.546389
OSX;Attala County;Kosciusko;United States;US;33.083333;-89.55;67;4432542;6252001;33.083333, -89.55
BUM;Butler;Butler;United States;US;38.25;-94.316667;67;5247307;6252001;38.25, -94.316667
ACB;Antrim County;Bellaire;United States;US;44.983333;-85.202778;67;5146946;6252001;44.983333, -85.202778
GGE;Georgetown;Georgetown;United States;US;33.316667;-79.316667;67;5422889;6252001;33.316667, -79.316667
DVT;Phoenix Deer Valley Airport;Phoenix;United States;US;33.688333;-112.0825;67;5745656;6252001;33.688333, -112.0825
SQA;Santa Ynez;Santa Ynez;United States;US;13.816667;39.2;67;5393388;6252001;13.816667, 39.2
UTO;Indian Mountain AFS;Utopia Creek;United States;US;65.983333;-153.683333;67;\N;6252001;65.983333, -153.683333
HZL;Hazleton;Hazleton;United States;US;40.983333;-76.0;67;5193011;6252001;40.983333, -76.0
PBA;Point Barrow;Barrow;United States;US;71.333333;-156.633333;67;5880054;6252001;71.333333, -156.633333
SDX;Sedona;Sedona;United States;US;34.866667;-111.766667;67;5313667;6252001;34.866667, -111.766667
HWI;SPB;Hawk Inlet;United States;US;58.116667;-134.733333;67;\N;6252001;58.116667, -134.733333
BZN;Gallatin Field;Bozeman;United States;US;45.7775;-111.153056;67;5641727;6252001;45.7775, -111.153056
VYS;Illinois Valley Regnl;Peru;United States;US;41.3525;-89.149722;67;5131010;6252001;41.3525, -89.149722
LAA;Lamar Field;Lamar;United States;US;38.066667;-102.683333;67;5427957;6252001;38.066667, -102.683333
MDA;Martindale Army Heliport;San Antonio, TX;United States;US;29.431389;-98.377778;67;4726206;6252001;29.431389, -98.377778
PIP;Pilot Point;Pilot Point;United States;US;57.580278;-157.571944;67;4719021;6252001;57.580278, -157.571944
REE;Reese AFB;Lubbock;United States;US;-18.55;126.75;67;5525577;6252001;-18.55, 126.75
SUA;Witham Field;Stuart;United States;US;27.183333;-80.216667;67;4877761;6252001;27.183333, -80.216667
PGM;Port Graham;Port Graham;United States;US;59.35;-151.833333;67;\N;6252001;59.35, -151.833333
ZHC;N Philadelphia Rail St;Philadelphia;United States;US;29.483333;31.066667;67;5131095;6252001;29.483333, 31.066667
STP;Downtown;St Paul;United States;US;44.933333;-93.066667;67;\N;6252001;44.933333, -93.066667
BLI;Bellingham;Bellingham;United States;US;48.8;-122.533333;67;5786899;6252001;48.8, -122.533333
ILE;Municipal;Killeen;United States;US;31.15;-97.716667;67;4703223;6252001;31.15, -97.716667
CWG;Callaway Gardens;Callaway Gardens;United States;US;32.833333;-84.883333;67;\N;6252001;32.833333, -84.883333
SVN;Hunter AAF;Savannah, GA;United States;US;32.01;-81.145556;67;4656006;6252001;32.01, -81.145556
ZVE;New Haven Rail;New Haven;United States;US;6.083333;-58.133333;67;5003384;6252001;6.083333, -58.133333
BDX;Broadus;Broadus;United States;US;45.45;-105.416667;67;\N;6252001;45.45, -105.416667
FTK;Godman AAF;Fort Knox;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
ANV;Anvik;Anvik;United States;US;62.65;-160.216667;67;\N;6252001;62.65, -160.216667
ROA;Roanoke Regional Airport;Roanoke;United States;US;37.316667;-79.983333;67;4925483;6252001;37.316667, -79.983333
MCK;Mccook;Mccook;United States;US;40.2;-100.583333;67;5697383;6252001;40.2, -100.583333
LSE;Municipal;La Crosse;United States;US;43.883333;-91.25;67;5258957;6252001;43.883333, -91.25
CEW;Bob Sikes;Crestview;United States;US;30.783333;-86.516667;67;4152311;6252001;30.783333, -86.516667
PNU;Panguitch;Panguitch;United States;US;37.833333;-112.383333;67;5544525;6252001;37.833333, -112.383333
CDH;Harrell Fld;Camden;United States;US;33.616667;-92.766667;67;5111148;6252001;33.616667, -92.766667
SEA;Seattle-Tacoma International;Seattle, WA;United States;US;47.448889;-122.309444;67;5809844;6252001;47.448889, -122.309444
TRL;Terrell Field;Terrell;United States;US;-21.8;121.033333;67;4736028;6252001;-21.8, 121.033333
WWD;Cape May County;Wildwood;United States;US;39.0;-74.916667;67;4504856;6252001;39.0, -74.916667
UGB;Ugashik Bay;Pilot Point;United States;US;57.433333;-157.75;67;4719021;6252001;57.433333, -157.75
LCK;Rickenbacker;Columbus;United States;US;40.002778;-82.883333;67;5645893;6252001;40.002778, -82.883333
QWF;Fort Collins Bus Servi;Fort Collins/Loveland;United States;US;19.833333;-72.5;67;5577147;6252001;19.833333, -72.5
CIC;Chico;Chico;United States;US;39.8;-121.85;67;5336269;6252001;39.8, -121.85
LKE;Kenmore Air Harbor SPB;Seattle, WA;United States;US;47.628889;-122.338611;67;5809844;6252001;47.628889, -122.338611
JST;Cambria County;Johnstown;United States;US;40.316667;-78.833333;67;5578536;6252001;40.316667, -78.833333
WRB;Robins AFB;Macon;United States;US;50.033333;4.2;67;4434645;6252001;50.033333, 4.2
AYS;Ware County;Waycross;United States;US;31.25;-82.4;67;4229763;6252001;31.25, -82.4
EMB;Embarkadero;San Francisco;United States;US;-38.7;-60.016667;67;5391959;6252001;-38.7, -60.016667
TYS;Mc Ghee Tyson;Knoxville;United States;US;35.95;-83.916667;67;4898734;6252001;35.95, -83.916667
GNV;Gainesville Regional;Gainesville;United States;US;29.683333;-82.266667;67;4760363;6252001;29.683333, -82.266667
CCB;Cable Airport;Upland, CA;United States;US;34.111667;-117.6875;67;5404915;6252001;34.111667, -117.6875
UKN;Municipal;Waukon;United States;US;43.266667;-91.483333;67;4880997;6252001;43.266667, -91.483333
NGU;Nas Chambers;Norfolk;United States;US;36.937778;-76.289444;67;5128862;6252001;36.937778, -76.289444
COP;Cooperstown - Westville Airport;Cooperstown, NY;United States;US;42.629167;-74.891111;67;5113664;6252001;42.629167, -74.891111
BYH;Blytheville AFB;Blytheville;United States;US;-13.25;130.7;67;4102412;6252001;-13.25, 130.7
KYU;Koyukuk;Koyukuk;United States;US;64.9;-157.7;67;\N;6252001;64.9, -157.7
PIT;Pittsburgh International;Pittsburgh, PA;United States;US;40.491389;-80.232778;67;5206379;6252001;40.491389, -80.232778
WMH;Mountain Home;Mountain Home;United States;US;36.366667;-92.466667;67;5601615;6252001;36.366667, -92.466667
POY;Powell;Powell;United States;US;44.866667;-108.8;67;5835606;6252001;44.866667, -108.8
BBD;Curtis Field;Brady;United States;US;31.133333;-99.333333;67;4676032;6252001;31.133333, -99.333333
HOB;Lea County;Hobbs;United States;US;32.683333;-103.216667;67;5471578;6252001;32.683333, -103.216667
KVC;King Cove;King Cove;United States;US;55.066667;-162.316667;67;\N;6252001;55.066667, -162.316667
BZT;Hinkles Ferry;Brazoria;United States;US;29.05;-95.566667;67;4676131;6252001;29.05, -95.566667
TCM;McChord AFB;Tacoma, WA;United States;US;47.137778;-122.476389;67;5812944;6252001;47.137778, -122.476389
OLV;Olive Branch Arpt;Olive Branch;United States;US;34.966667;-89.833333;67;4439869;6252001;34.966667, -89.833333
PUC;Carbon County;Price;United States;US;39.602778;-110.75;67;5545269;6252001;39.602778, -110.75
BWC;Brawley;Brawley;United States;US;32.983333;-115.516667;67;5330567;6252001;32.983333, -115.516667
YAK;Yakutat;Yakutat;United States;US;59.5;-139.666667;67;\N;6252001;59.5, -139.666667
GRI;Grand Island;Grand Island, NE;United States;US;40.9675;-98.309722;67;5069297;6252001;40.9675, -98.309722
NEN;Olf Usn;Whitehouse;United States;US;30.333333;-81.883333;67;5176713;6252001;30.333333, -81.883333
DTW;Detroit Metropolitan Wayne County;Detroit, MI;United States;US;42.2125;-83.353333;67;4990729;6252001;42.2125, -83.353333
NRS;NAS;Imperial Beach;United States;US;46.216667;26.1;67;5359054;6252001;46.216667, 26.1
LRK;Coast Guard;Lincoln Rock, AK;United States;US;-16.116667;-68.316667;67;\N;6252001;-16.116667, -68.316667
BOI;Boise Air Terminal/Gowen Field;Boise, ID;United States;US;43.564444;-116.222778;67;5586437;6252001;43.564444, -116.222778
MBG;Mobridge;Mobridge;United States;US;34.741667;73.625;67;5767189;6252001;34.741667, 73.625
BGD;Borger;Borger;United States;US;35.65;-101.4;67;5517469;6252001;35.65, -101.4
DCK;Dahl Creek Arpt;Dahl Creek;United States;US;66.933333;-156.9;67;\N;6252001;66.933333, -156.9
ZPH;Zephyrhills;Zephyrhills;United States;US;28.233333;-82.166667;67;4178941;6252001;28.233333, -82.166667
CKD;Crooked Creek;Crooked Creek;United States;US;61.866667;-158.133333;67;\N;6252001;61.866667, -158.133333
MGM;Dannelly Fld;Montgomery;United States;US;32.3;-86.4;67;5201752;6252001;32.3, -86.4
ZNC;Nyac;Nyac;United States;US;60.983333;-159.983333;67;\N;6252001;60.983333, -159.983333
SQL;San Carlos;San Carlos;United States;US;37.483333;-122.25;67;5391760;6252001;37.483333, -122.25
CRO;Corcoran;Corcoran;United States;US;36.1;-119.55;67;5339539;6252001;36.1, -119.55
FLE;Fort Lee AAF;Petersburg;United States;US;52.3;5.833333;67;5556338;6252001;52.3, 5.833333
HDA;Hidden Falls;Hidden Falls;United States;US;57.066667;-134.983333;67;\N;6252001;57.066667, -134.983333
NBP;Battery Pk City/N. Cov;New York;United States;US;5.5;-70.483333;67;5128581;6252001;5.5, -70.483333
GRF;Gray Aaf;Tacoma;United States;US;35.339167;-77.960556;67;5812944;6252001;35.339167, -77.960556
MRB;Eastern Wv Regional Airport/Shepherd Field;Martinsburg;United States;US;39.401667;-77.984444;67;5200055;6252001;39.401667, -77.984444
CMY;Fort Mccoy;Sparta;United States;US;43.95;-90.783333;67;5273927;6252001;43.95, -90.783333
BRW;Wiley Post/W.Rogers M;Barrow;United States;US;71.333333;-156.65;67;5880054;6252001;71.333333, -156.65
BML;Berlin Municipal Airport;Berlin;United States;US;44.575278;-71.175833;67;5245497;6252001;44.575278, -71.175833
SOV;Seldovia;Seldovia;United States;US;59.45;-151.7;67;\N;6252001;59.45, -151.7
THM;Thompsonfield;Thompsonfield;United States;US;50.233333;-1.566666999999999;67;\N;6252001;50.233333, -1.566666999999999
PSN;Palestine Municipal Airport;Palestine, TX;United States;US;31.779722;-95.706389;67;4717232;6252001;31.779722, -95.706389
ZUA;Utica NNY Rail;Utica;United States;US;37.066667;10.066667;67;5174913;6252001;37.066667, 10.066667
CNW;TSTC Waco Airport;Waco, TX;United States;US;31.637778;-97.074167;67;4739526;6252001;31.637778, -97.074167
UIN;Municipal;Quincy;United States;US;39.933333;-91.183333;67;5807713;6252001;39.933333, -91.183333
PSC;Tri-cities;Pasco, WA;United States;US;46.264722;-119.119167;67;5806298;6252001;46.264722, -119.119167
EED;Needles;Needles;United States;US;34.85;-114.616667;67;5376358;6252001;34.85, -114.616667
KMO;Manokotak SPB;Manokotak;United States;US;58.966667;-159.05;67;\N;6252001;58.966667, -159.05
GFA;Malmstrom AFB;Great Falls;United States;US;27.083333;-77.0;67;5655240;6252001;27.083333, -77.0
UCE;Eunice;Eunice;United States;US;30.5;-92.416667;67;5467187;6252001;30.5, -92.416667
PUO;Prudhoe Bay;Prudhoe Bay;United States;US;54.95;-1.85;67;\N;6252001;54.95, -1.85
FCM;Flying Cloud;Minneapolis;United States;US;44.827222;-93.456944;67;5037649;6252001;44.827222, -93.456944
APG;Phillips AAF;Aberdeen;United States;US;52.316667;-1.283333;67;5785243;6252001;52.316667, -1.283333
GDM;Municipal;Gardner;United States;US;42.566667;-72.0;67;4937557;6252001;42.566667, -72.0
LKI;Lakeside USAF;Duluth;United States;US;-19.233333;18.2;67;5024719;6252001;-19.233333, 18.2
SOP;Pinehurst-S. Pines;Southern Pines;United States;US;35.215278;-79.588333;67;4492722;6252001;35.215278, -79.588333
CCG;Crane County Arpt;Crane;United States;US;31.4;-102.35;67;5519648;6252001;31.4, -102.35
FYV;Municipal;Fayetteville;United States;US;36.0;-94.166667;67;5116968;6252001;36.0, -94.166667
MSC;Falcon Field;Mesa;United States;US;33.45;-111.716667;67;5316163;6252001;33.45, -111.716667
WBR;Big Rapids;Big Rapids;United States;US;43.716667;-85.5;67;4986020;6252001;43.716667, -85.5
OUN;Max Westheimer;Norman;United States;US;35.158333;-97.466667;67;4543762;6252001;35.158333, -97.466667
MHR;Sacramento Mather Airport;Sacramento, CA;United States;US;38.555278;-121.297222;67;5389489;6252001;38.555278, -121.297222
PIM;Garden Harris County;Pine Mountain;United States;US;32.833333;-84.85;67;4216049;6252001;32.833333, -84.85
PAO;Palo Alto;Palo Alto;United States;US;37.466667;-122.116667;67;5380748;6252001;37.466667, -122.116667
ZTJ;Princeton JT Rail;Princeton;United States;US;48.416667;-53.6;67;5268096;6252001;48.416667, -53.6
LCH;Municipal;Lake Charles;United States;US;30.116667;-93.216667;67;4330236;6252001;30.116667, -93.216667
JOT;Municipal;Joliet;United States;US;41.533333;-88.083333;67;4898015;6252001;41.533333, -88.083333
ZRZ;New Carrolton RR;Washington;United States;US;49.0;-72.5;67;5549222;6252001;49.0, -72.5
NOH;Chicago NAS;Chicago;United States;US;17.8;-88.3;67;4887398;6252001;17.8, -88.3
TTN;Trenton Mercer Airport;Trenton, NJ;United States;US;40.276667;-74.813333;67;5105496;6252001;40.276667, -74.813333
BMT;Beaumont Muni;Beaumont;United States;US;18.5;-73.95;67;5327098;6252001;18.5, -73.95
EKN;Elkins;Elkins;United States;US;38.883333;-79.85;67;4805033;6252001;38.883333, -79.85
SFZ;North Central;Pawtucket, RI;United States;US;41.920833;-71.491389;67;5223869;6252001;41.920833, -71.491389
IJX;Municipal;Jacksonville;United States;US;39.766667;-90.233333;67;5733409;6252001;39.766667, -90.233333
LVL;Lawrenceville;Lawrenceville;United States;US;36.75;-77.85;67;5100356;6252001;36.75, -77.85
ESW;State;Easton;United States;US;47.233333;-121.183333;67;5345171;6252001;47.233333, -121.183333
MDT;Harrisburg International;Harrisburg, PA;United States;US;40.193611;-76.763333;67;5730389;6252001;40.193611, -76.763333
AST;Astoria;Astoria;United States;US;46.166667;-123.883333;67;5711847;6252001;46.166667, -123.883333
WDB;Deep Bay;Deep Bay;United States;US;55.45;-131.783333;67;\N;6252001;55.45, -131.783333
BYA;Boundary;Boundary;United States;US;64.083333;-141.116667;67;\N;6252001;64.083333, -141.116667
ATO;Ohio University;Athens;United States;US;39.333333;-82.1;67;5244312;6252001;39.333333, -82.1
FOK;Suffolk County;Westhampton;United States;US;40.833333;-72.616667;67;5144089;6252001;40.833333, -72.616667
WVL;Robert Lafleur;Waterville;United States;US;44.533333;-69.666667;67;5815184;6252001;44.533333, -69.666667
CLT;Charlotte Douglas;Charlotte;United States;US;35.216667;-80.933333;67;4988584;6252001;35.216667, -80.933333
CTO;Peconic River;Calverton;United States;US;40.916667;-72.75;67;5111137;6252001;40.916667, -72.75
OLY;Olney-Noble;Olney;United States;US;38.716667;-88.083333;67;4716683;6252001;38.716667, -88.083333
ETB;West Bend;West Bend;United States;US;43.416667;-88.183333;67;5278422;6252001;43.416667, -88.183333
RTD;Rotunda;Rotunda;United States;US;26.866667;-82.266667;67;\N;6252001;26.866667, -82.266667
WYB;SPB;Yes Bay;United States;US;55.916667;-131.8;67;\N;6252001;55.916667, -131.8
DTL;Municipal;Detroit Lakes;United States;US;46.833333;-95.883333;67;5024237;6252001;46.833333, -95.883333
EFD;Ellington Field;Houston;United States;US;29.602778;-95.152778;67;5864312;6252001;29.602778, -95.152778
CNO;Chino;Chino;United States;US;34.016667;-117.7;67;5336537;6252001;34.016667, -117.7
HSH;Henderson Sky Harbor;Las Vegas;United States;US;35.968333;-115.119167;67;5506956;6252001;35.968333, -115.119167
BWI;Baltimore/Washington International Thurgood Marshall;Baltimore, MD;United States;US;39.175278;-76.668333;67;4505716;6252001;39.175278, -76.668333
KCR;Colorado Creek;Colorado Creek;United States;US;-17.2;129.366667;67;\N;6252001;-17.2, 129.366667
JDB;Downtown Heliport;Dallas;United States;US;32.766667;-97.316667;67;5722064;6252001;32.766667, -97.316667
SLT;Salida;Salida;United States;US;38.55;-106.033333;67;5437555;6252001;38.55, -106.033333
RCT;Miller Field;Reed City;United States;US;43.9;-85.516667;67;5006946;6252001;43.9, -85.516667
HOM;Homer;Homer;United States;US;59.633333;-151.5;67;5864145;6252001;59.633333, -151.5
PGR;Municipal;Paragould;United States;US;36.05;-90.5;67;4125388;6252001;36.05, -90.5
MLS;Municipal;Miles City;United States;US;46.433333;-105.883333;67;5666176;6252001;46.433333, -105.883333
RAP;Regional;Rapid City;United States;US;44.033333;-103.05;67;5768233;6252001;44.033333, -103.05
SFO;San Francisco International;San Francisco, CA;United States;US;37.618889;-122.375;67;5391959;6252001;37.618889, -122.375
NJK;El Centro NAF;El Centro, CA;United States;US;32.829167;-115.671667;67;5345609;6252001;32.829167, -115.671667
OTZ;Kotzebue;Kotzebue;United States;US;66.866667;-162.633333;67;5866726;6252001;66.866667, -162.633333
AXB;Alexandria Bay;Alexandria Bay;United States;US;44.2525;-75.901389;67;5106950;6252001;44.2525, -75.901389
AFN;Municipal;Jaffrey;United States;US;42.8;-72.0;67;5088061;6252001;42.8, -72.0
BXK;Buckeye Municipal;Buckeye;United States;US;33.366667;-112.583333;67;5287262;6252001;33.366667, -112.583333
BIF;Biggs Aaf;El Paso;United States;US;31.849444;-106.38;67;5520993;6252001;31.849444, -106.38
BNO;Burns;Burns;United States;US;43.583333;-118.95;67;5716833;6252001;43.583333, -118.95
OGD;Municipal;Ogden;United States;US;41.2;-112.016667;67;5779206;6252001;41.2, -112.016667
UMB;North Shore;Umnak Island;United States;US;53.366667;-167.9;67;\N;6252001;53.366667, -167.9
MWH;Grant County;Moses Lake;United States;US;47.095;-119.261389;67;5803990;6252001;47.095, -119.261389
DGB;Danger Bay;Danger Bay;United States;US;58.083333;-152.75;67;\N;6252001;58.083333, -152.75
MVC;Monroe - Walton County;Monroeville;United States;US;10.1;18.75;67;5201734;6252001;10.1, 18.75
ARX;Asbury Park;Neptune, NJ;United States;US;40.219444;-74.09;67;\N;6252001;40.219444, -74.09
FOE;Forbes Field;Topeka, KS;United States;US;38.950833;-95.663611;67;4927264;6252001;38.950833, -95.663611
PWA;Wiley Post;Oklahoma City;United States;US;35.534167;-97.666667;67;4544349;6252001;35.534167, -97.666667
ORH;Worcester Regional Airport;Worcester;United States;US;42.267222;-71.875833;67;4956184;6252001;42.267222, -71.875833
TYR;Tyler Pounds Regional Airport;Tyler;United States;US;32.354167;-95.4025;67;5050847;6252001;32.354167, -95.4025
FIL;Municipal;Fillmore;United States;US;38.966667;-112.333333;67;5539097;6252001;38.966667, -112.333333
FLP;Flippin;Flippin;United States;US;36.3;-92.583333;67;4111212;6252001;36.3, -92.583333
AAF;Municipal;Apalachicola;United States;US;29.733333000000002;-85.033333;67;4146148;6252001;29.733333000000002, -85.033333
CDK;Lewis;Cedar Key;United States;US;29.133333;-83.033333;67;\N;6252001;29.133333, -83.033333
RWB;Rowan Bay;Rowan Bay;United States;US;56.75;-134.133333;67;\N;6252001;56.75, -134.133333
RIV;March ARB;Riverside;United States;US;33.880833;-117.259444;67;5387877;6252001;33.880833, -117.259444
ANB;Anniston Metropolitan;Anniston;United States;US;33.588056;-85.858056;67;4830198;6252001;33.588056, -85.858056
HIO;Portland;Hillsboro;United States;US;45.516667;-122.983333;67;5731371;6252001;45.516667, -122.983333
SPQ;Catalina SPB;San Pedro;United States;US;33.75;-118.366667;67;\N;6252001;33.75, -118.366667
PAK;Port Allen;Hanapepe;United States;US;21.916667;-159.583333;67;5855631;6252001;21.916667, -159.583333
EDE;Municipal;Edenton;United States;US;36.066667;-76.65;67;4464897;6252001;36.066667, -76.65
OFK;Stefan Field;Norfolk;United States;US;41.983333;-97.433333;67;5128862;6252001;41.983333, -97.433333
CYS;Cheyenne;Cheyenne;United States;US;41.15;-104.8;67;5821086;6252001;41.15, -104.8
CWI;Clinton;Clinton;United States;US;41.833333;-90.35;67;5773001;6252001;41.833333, -90.35
JIO;Intl Heliport;Ontario;United States;US;-11.283333;-74.433333;67;5744166;6252001;-11.283333, -74.433333
GVT;Majors Field;Greenville;United States;US;33.133333;-96.116667;67;5564488;6252001;33.133333, -96.116667
HUF;Hulman Field;Terre Haute;United States;US;10.733333;-61.35;67;4265737;6252001;10.733333, -61.35
GUS;Grissom Afb;Peru, Indiana;United States;US;40.648056;-86.152222;67;5131010;6252001;40.648056, -86.152222
PRC;Prescott;Prescott;United States;US;34.65;-112.416667;67;5309842;6252001;34.65, -112.416667
ENA;Kenai;Kenai;United States;US;60.55;-151.266667;67;5866063;6252001;60.55, -151.266667
SBX;Shelby;Shelby;United States;US;48.533333;-111.866667;67;5677433;6252001;48.533333, -111.866667
POH;Municipal;Pocahontas;United States;US;42.75;-94.65;67;4871727;6252001;42.75, -94.65
PAM;Tyndall AFB;Panama City, FL;United States;US;30.07;-85.576389;67;4167694;6252001;30.07, -85.576389
JLA;Quartz Creek;Cooper Lodge;United States;US;60.483333;-149.85;67;\N;6252001;60.483333, -149.85
CBK;Municipal;Colby;United States;US;39.416667;-101.05;67;5445194;6252001;39.416667, -101.05
LBE;Westmoreland County;Latrobe;United States;US;40.283333;-79.4;67;5197227;6252001;40.283333, -79.4
SUD;Stroud;Stroud;United States;US;35.733333;-96.65;67;4552361;6252001;35.733333, -96.65
CDN;Woodward Fld;Camden;United States;US;34.266667;-80.6;67;5111148;6252001;34.266667, -80.6
MFR;Rogue Valley International - Medford Airport;Medford;United States;US;42.366667;-122.866667;67;5740099;6252001;42.366667, -122.866667
KWF;Waterfall SPB;Waterfall;United States;US;55.3;-133.25;67;\N;6252001;55.3, -133.25
FRI;Marshall AAF;Fort Riley, KS;United States;US;39.055278;-96.764444;67;\N;6252001;39.055278, -96.764444
DAG;Barstow-Daggett;Daggett;United States;US;34.85;-116.783333;67;\N;6252001;34.85, -116.783333
ESP;Birchwood-Pocono;East Stroudsburg;United States;US;41.0;-75.183333;67;5188075;6252001;41.0, -75.183333
RCA;Ellsworth Afb;Rapid City;United States;US;44.145;-103.103611;67;5768233;6252001;44.145, -103.103611
NPH;Nephi;Nephi;United States;US;39.738889;-111.870833;67;5543853;6252001;39.738889, -111.870833
GCC;Campbell County;Gillette;United States;US;44.35;-105.533333;67;5826027;6252001;44.35, -105.533333
CKN;Municipal;Crookston;United States;US;47.85;-96.616667;67;5023465;6252001;47.85, -96.616667
BCE;Bryce;Bryce;United States;US;37.7;-112.15;67;\N;6252001;37.7, -112.15
OTN;Green;Oaktown;United States;US;38.866667;-87.433333;67;\N;6252001;38.866667, -87.433333
MEO;Dare County Regional;Manteo;United States;US;35.911111;-75.7;67;4477893;6252001;35.911111, -75.7
RCE;Roche Harbor;Roche Harbor;United States;US;48.616667;-123.116667;67;\N;6252001;48.616667, -123.116667
LAN;Capital City;Lansing;United States;US;42.783333;-84.583333;67;5123993;6252001;42.783333, -84.583333
TPL;Draughon-miller Central Texas Regional;Temple, TX;United States;US;31.1525;-97.407778;67;5215325;6252001;31.1525, -97.407778
CBZ;Cabin Creek;Cabin Creek;United States;US;55.383333;-132.416667;67;\N;6252001;55.383333, -132.416667
PHL;Philadelphia International;Philadelphia;United States;US;39.871944;-75.241111;67;5131095;6252001;39.871944, -75.241111
BOS;Logan International;Boston;United States;US;42.363056;-71.0;67;4930956;6252001;42.363056, -71.0
BGM;Greater Binghamton;Binghamton, NY;United States;US;42.208611;-75.979722;67;5109177;6252001;42.208611, -75.979722
CAK;Akron/canton Regional;Akron/Canton, OH;United States;US;40.916111;-81.442222;67;5574199;6252001;40.916111, -81.442222
LRD;International;Laredo;United States;US;27.533333;-99.466667;67;4705349;6252001;27.533333, -99.466667
YKM;Yakima Air Terminal;Yakima;United States;US;46.566667;-120.533333;67;5816605;6252001;46.566667, -120.533333
UNS;Umnak;Umnak Island;United States;US;26.8;98.083333;67;\N;6252001;26.8, 98.083333
PWK;Pal-Waukee;Chicago;United States;US;42.0;-87.966667;67;4887398;6252001;42.0, -87.966667
CBA;Corner Bay;Corner Bay;United States;US;57.716667;-135.2;67;\N;6252001;57.716667, -135.2
KGK;New Koliganek;New Koliganek;United States;US;59.783333;-157.333333;67;\N;6252001;59.783333, -157.333333
CEX;Chena Hot Springs;Chena Hot Springs;United States;US;65.05;-146.05;67;\N;6252001;65.05, -146.05
AKO;Colorado Plains Regional Airport;Akron, CO;United States;US;40.175556;-103.221944;67;5574199;6252001;40.175556, -103.221944
BCJ;Baca Grande;Baca Grande;United States;US;37.966667;-105.766667;67;\N;6252001;37.966667, -105.766667
SVS;Stevens Village;Stevens Village;United States;US;66.033333;-149.1;67;\N;6252001;66.033333, -149.1
SNL;Municipal;Shawnee;United States;US;35.316667;-96.916667;67;4551177;6252001;35.316667, -96.916667
AXS;Municipal;Altus;United States;US;34.702778;-99.333333;67;4529292;6252001;34.702778, -99.333333
VOK;Volk Field;Camp Douglas;United States;US;43.916667;-90.266667;67;\N;6252001;43.916667, -90.266667
HLC;Hill City;Hill City;United States;US;39.366667;-99.85;67;4272980;6252001;39.366667, -99.85
CDR;Chadron;Chadron;United States;US;42.833333;-103.083333;67;5694163;6252001;42.833333, -103.083333
BLW;Bellows Field;Waimanalo;United States;US;21.35;-157.716667;67;5854532;6252001;21.35, -157.716667
LOZ;Corbin-London;London;United States;US;37.083333;-84.066667;67;5367815;6252001;37.083333, -84.066667
MYF;Montgomery Field;San Diego;United States;US;32.8;-117.133333;67;5391811;6252001;32.8, -117.133333
FOB;Fort Bragg;Fort Bragg;United States;US;39.474444;-123.795556;67;5350039;6252001;39.474444, -123.795556
BUB;Municipal;Burwell;United States;US;41.783333;-99.133333;67;5064937;6252001;41.783333, -99.133333
ALI;International;Alice;United States;US;27.733333000000002;-98.016667;67;4670234;6252001;27.733333000000002, -98.016667
